run_id,ts_utc,ts_ist,nse_phase,venue,symbol,label,kind,ccy,liquidity_source,identifier,expiry,strike,moneyness,dte,lot,tick,contract_value,qty_mult,px_to_inr,usdt_inr_mid,usd_inr_official,underlying,last,bid,ask,mid,spread,spread_bps,bid_qty_units,ask_qty_units,depth_touch_bid_inr,depth_touch_ask_inr,depth_bid_1bp_inr,depth_ask_1bp_inr,depth_bid_2bp_inr,depth_ask_2bp_inr,depth_bid_5bp_inr,depth_ask_5bp_inr,depth_bid_10bp_inr,depth_ask_10bp_inr,depth_bid_25bp_inr,depth_ask_25bp_inr,depth_bid_50bp_inr,depth_ask_50bp_inr,ic_buy_1L_bps,ic_sell_1L_bps,ic_buy_10L_bps,ic_sell_10L_bps,ic_buy_50L_bps,ic_sell_50L_bps,ic_buy_1cr_bps,ic_sell_1cr_bps,visible_levels_bid,visible_levels_ask,total_buy_units,total_sell_units,volume,oi,notional_traded_inr,source_ts
20260917T072501Z,2026-09-17T07:25:01.084546+00:00,17-Sep-2026 12:55:01,open,NSE F&O,NIFTY,NIFTY FUT near,index_future,INR,native,FUTIDXNIFTY29-09-2026XX0.00,29-Sep-2026,,,,65.0,0.1,,1.0,1.0,99.62,96.021592,23343.05,23390.0,23386.0,23393.9,23389.95,7.900000000001455,3.3775189771681666,65.0,260.0,1520090.0,6082414.0,0.0,0.0,6080288.5,10644283.0,7600313.5,33454453.5,7600313.5,33454453.5,7600313.5,33454453.5,7600313.5,33454453.5,1.6887594885840833,1.6887594885840833,1.6887594885840833,1.6887594885840833,1.6887594885840833,1.7763099368678024,1.7279883943050374,,5,5,209235.0,238290.0,18651.0,272778.0,28283005871.25,17-Sep-2026 12:54
20260917T072501Z,2026-09-17T07:25:01.084546+00:00,17-Sep-2026 12:55:01,open,NSE F&O,NIFTY,NIFTY FUT next,index_future,INR,native,FUTIDXNIFTY27-10-2026XX0.00,27-Oct-2026,,,,65.0,0.1,,1.0,1.0,99.62,96.021592,23343.05,23490.0,23483.9,23496.5,23490.2,12.599999999998545,5.36393900435013,65.0,65.0,1526453.5,1527272.5,0.0,0.0,0.0,0.0,12210984.5,18327426.0,12210984.5,18327426.0,12210984.5,18327426.0,12210984.5,18327426.0,2.681969502175065,2.681969502175065,2.681969502175065,2.681969502175065,2.711536921656364,2.9884655955020145,2.7180386799276555,3.155838811081965,5,5,73125.0,62075.0,3464.0,53690.0,5275863559.2,17-Sep-2026 12:54
20260917T072501Z,2026-09-17T07:25:01.084546+00:00,17-Sep-2026 12:55:01,open,NSE F&O,NIFTY,NIFTY 23350 CE exp 22-Sep (5DTE),index_option_atm,INR,native,OPTIDXNIFTY22-09-2026CE23350.00,2026-09-22,23350.0,ATM,5,65.0,0.05,,1.0,1.0,99.62,96.021592,23343.05,126.55,126.5,126.75,126.625,0.25,19.743336623889437,195.0,585.0,24667.5,74148.75,0.0,0.0,0.0,0.0,0.0,0.0,24667.5,74148.75,443670.5,511156.75,583232.0,676191.75,10.892149682940897,12.846588179069812,,,,,,,5,5,2025400.0,415870.0,1194826.0,57628.0,1821667863086.5,17-Sep-2026 12:54
20260917T072501Z,2026-09-17T07:25:01.084546+00:00,17-Sep-2026 12:55:01,open,NSE F&O,NIFTY,NIFTY 23350 PE exp 22-Sep (5DTE),index_option_atm,INR,native,OPTIDXNIFTY22-09-2026PE23350.00,2026-09-22,23350.0,ATM,5,65.0,0.05,,1.0,1.0,99.62,96.021592,23343.05,116.0,115.85,116.05,115.94999999999999,0.20000000000000284,17.248814144027847,975.0,65.0,112953.75,7543.25,0.0,0.0,0.0,0.0,0.0,0.0,112953.75,7543.25,677244.75,324723.75,857658.75,475848.75,16.272227601837784,8.624407072013309,,,,,,,5,5,2002390.0,563420.0,620618.0,65900.0,947766879842.9,17-Sep-2026 12:54
20260917T072501Z,2026-09-17T07:25:01.084546+00:00,17-Sep-2026 12:55:01,open,NSE F&O,NIFTY,NIFTY 23450 CE exp 22-Sep (5DTE),index_option_otm,INR,native,OPTIDXNIFTY22-09-2026CE23450.00,2026-09-22,23450.0,OTM100,5,65.0,0.05,,1.0,1.0,99.62,96.021592,23343.05,77.05,77.15,77.3,77.225,0.14999999999999147,19.42376173518828,195.0,65.0,15044.250000000002,5024.5,0.0,0.0,0.0,0.0,0.0,0.0,15044.250000000002,5024.5,420842.5,452650.25,1186513.25,835350.75,15.860952631697469,15.212951375417397,,24.921171797868126,,,,,5,5,1957865.0,401505.0,681965.0,37789.0,1042323455481.75,17-Sep-2026 12:54
20260917T072501Z,2026-09-17T07:25:01.084546+00:00,17-Sep-2026 12:55:01,open,NSE F&O,NIFTY,NIFTY 23250 PE exp 22-Sep (5DTE),index_option_otm,INR,native,OPTIDXNIFTY22-09-2026PE23250.00,2026-09-22,23250.0,OTM100,5,65.0,0.05,,1.0,1.0,99.62,96.021592,23343.05,78.45,78.45,78.7,78.575,0.25,31.81673560292714,3640.0,4225.0,285558.0,332507.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647374.0,670345.0,1818095.5,1193013.25,15.90836780146357,15.90836780146357,22.522873816037112,22.701063500151324,,,,,5,5,2026960.0,1049295.0,1453497.0,119083.0,2207230761927.75,17-Sep-2026 12:54
20260917T072501Z,2026-09-17T07:25:01.084546+00:00,17-Sep-2026 12:55:01,open,NSE F&O,NIFTY,NIFTY 23350 CE exp 29-Sep (12DTE),index_option_atm_monthly,INR,native,OPTIDXNIFTY29-09-2026CE23350.00,2026-09-29,23350.0,ATM,12,65.0,0.05,,1.0,1.0,99.62,96.021592,23343.05,212.3,211.15,211.85,211.5,0.6999999999999886,33.096926713947454,260.0,260.0,54899.0,55081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438997.0,385742.5,562402.75,454658.75,17.61024021959925,17.614819477359752,,,,,,,5,5,53105.0,46280.0,20815.0,6089.0,31843294886.0,17-Sep-2026 12:54
20260917T072501Z,2026-09-17T07:25:01.084546+00:00,17-Sep-2026 12:55:01,open,NSE F&O,NIFTY,NIFTY 23350 PE exp 29-Sep (12DTE),index_option_atm_monthly,INR,native,OPTIDXNIFTY29-09-2026PE23350.00,2026-09-29,23350.0,ATM,12,65.0,0.05,,1.0,1.0,99.62,96.021592,23343.05,172.25,173.25,173.6,173.425,0.3499999999999943,20.181634712411377,260.0,65.0,45045.0,11284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326352.0,67772.25,326352.0,169503.75,22.50339099230712,11.67542583476753,,,,,,,5,5,51870.0,53430.0,11176.0,4126.0,17110473322.8,17-Sep-2026 12:54
20260917T072501Z,2026-09-17T07:25:01.084546+00:00,17-Sep-2026 12:55:01,open,NSE F&O,BANKNIFTY,BANKNIFTY FUT near,index_future,INR,native,FUTIDXBANKNIFTY29-09-2026XX0.00,29-Sep-2026,,,,30.0,0.2,,1.0,1.0,99.62,96.021592,56292.25,56535.4,56526.6,56557.6,56542.1,31.0,5.482640368857896,150.0,60.0,8478990.0,3393456.0,0.0,0.0,0.0,0.0,22044222.0,18664104.0,22044222.0,18664104.0,22044222.0,18664104.0,22044222.0,18664104.0,2.741320184428948,2.741320184428948,2.741320184428948,2.741320184428948,2.752685451331651,2.741320184428948,2.7646887401491003,2.8112641772494142,5,5,47250.0,64650.0,8640.0,70754.0,14647332384.0,17-Sep-2026 12:54
20260917T072501Z,2026-09-17T07:25:01.084546+00:00,17-Sep-2026 12:55:01,open,NSE F&O,BANKNIFTY,BANKNIFTY FUT next,index_future,INR,native,FUTIDXBANKNIFTY27-10-2026XX0.00,27-Oct-2026,,,,30.0,0.2,,1.0,1.0,99.62,96.021592,56290.5,56805.0,56801.4,56834.6,56818.0,33.19999999999709,5.843218698299322,30.0,60.0,1704042.0,3410076.0,0.0,0.0,0.0,0.0,13631154.0,11936334.0,13631154.0,11936334.0,13631154.0,11936334.0,13631154.0,11936334.0,2.921609349149661,2.921609349149661,2.921609349149661,2.921609349149661,3.2909524228485982,3.443311107238523,3.7310166318051348,3.7069262729441412,5,5,19890.0,17040.0,1086.0,10568.0,1850721886.8,17-Sep-2026 12:54
